,Timestamp,Message
77148,2024-07-05 15:56:52,\b Responding to stop operations. Not responding to jump cmd
77149,2024-07-05 15:56:52,\b HandleExtMsg Error NM_NAN
77150,2024-07-05 15:56:52, Update machining process!
77151,2024-07-05 15:56:52, Total machining: 20.79 s
77152,2024-07-05 15:56:53, Pause
77153,2024-07-05 15:56:53, Pendulum length changed from 0.40 to 0.00
77154,2024-07-05 15:56:53,"\b Cmd:Start Cut, execution ended!"
77155,2024-07-05 15:56:55, AppConfig\u20445?\u23384?\u21040?\u25991?\u20214?
77156,2024-07-05 15:56:56, \u25163?\u25345?\u30418?\u25353?\u38190?\u28857?\u20987?\u25191?\u34892?TNcMsg: Y + jog
77157,2024-07-05 15:56:56, Cmd ready:Y + jog
77158,2024-07-05 15:56:58, \u25163?\u25345?\u30418?\u25353?\u38190?\u26494?\u24320?\u25191?\u34892?TNcMsg: Stop Y positive jog
77159,2024-07-05 15:56:58, Cmd ready:Stop Y positive jog
77160,2024-07-05 15:57:01, \u25163?\u25345?\u30418?\u25353?\u38190?\u28857?\u20987?\u25191?\u34892?TNcMsg: Y + jog
77161,2024-07-05 15:57:01, Cmd ready:Y + jog
77162,2024-07-05 15:57:03, \u25163?\u25345?\u30418?\u25353?\u38190?\u26494?\u24320?\u25191?\u34892?TNcMsg: Stop Y positive jog
77163,2024-07-05 15:57:03, Cmd ready:Stop Y positive jog
77164,2024-07-05 15:57:06, AppConfig\u20445?\u23384?\u21040?\u25991?\u20214?
77165,2024-07-05 15:57:25,\b Alarm:frente
77166,2024-07-05 15:57:25, NewAlarm
77167,2024-07-05 15:57:26, AppConfig\u20445?\u23384?\u21040?\u25991?\u20214?
77168,2024-07-05 15:57:29,0 Clear Alarm:frente
77169,2024-07-05 15:57:36, \u25163?\u25345?\u30418?\u25353?\u38190?\u28857?\u20987?\u25191?\u34892?TNcMsg: Stepback
77170,2024-07-05 15:57:36, Cmd ready:Stepback
77171,2024-07-05 15:57:36, AppConfig\u20445?\u23384?\u21040?\u25991?\u20214?
77172,2024-07-05 15:57:36, \u25163?\u25345?\u30418?\u25353?\u38190?\u26494?\u24320?\u25191?\u34892?TNcMsg: NM_NAN
77173,2024-07-05 15:57:36, Cmd ready:NM_NAN
77174,2024-07-05 15:57:36,"\b State jump error, Cmd:NM_NAN"
77175,2024-07-05 15:57:36,\b HandleExtMsg Error NM_NAN
77176,2024-07-05 15:57:38, \u25163?\u25345?\u30418?\u25353?\u38190?\u28857?\u20987?\u25191?\u34892?TNcMsg: Stepback
77177,2024-07-05 15:57:38, Cmd ready:Stepback
77178,2024-07-05 15:57:38,"\b State jump error, Cmd:Stepback"
77179,2024-07-05 15:57:38,\b HandleExtMsg Error Stepback
77180,2024-07-05 15:57:39, \u25163?\u25345?\u30418?\u25353?\u38190?\u26494?\u24320?\u25191?\u34892?TNcMsg: NM_NAN
77181,2024-07-05 15:57:39, Cmd ready:NM_NAN
77182,2024-07-05 15:57:39,"\b State jump error, Cmd:NM_NAN"
77183,2024-07-05 15:57:39,\b HandleExtMsg Error NM_NAN
77184,2024-07-05 15:57:39, \u25163?\u25345?\u30418?\u25353?\u38190?\u28857?\u20987?\u25191?\u34892?TNcMsg: Stepback
77185,2024-07-05 15:57:39, Cmd ready:Stepback
77186,2024-07-05 15:57:39,"\b State jump error, Cmd:Stepback"
77187,2024-07-05 15:57:39,\b HandleExtMsg Error Stepback
77188,2024-07-05 15:57:39, \u25163?\u25345?\u30418?\u25353?\u38190?\u26494?\u24320?\u25191?\u34892?TNcMsg: NM_NAN
77189,2024-07-05 15:57:39, Cmd ready:NM_NAN
77190,2024-07-05 15:57:39,"\b State jump error, Cmd:NM_NAN"
77191,2024-07-05 15:57:39,\b HandleExtMsg Error NM_NAN
77192,2024-07-05 15:57:39, \u25163?\u25345?\u30418?\u25353?\u38190?\u28857?\u20987?\u25191?\u34892?TNcMsg: Stepback
77193,2024-07-05 15:57:39, Cmd ready:Stepback
77194,2024-07-05 15:57:39,"\b State jump error, Cmd:Stepback"
77195,2024-07-05 15:57:39,\b HandleExtMsg Error Stepback
77196,2024-07-05 15:57:39, \u25163?\u25345?\u30418?\u25353?\u38190?\u26494?\u24320?\u25191?\u34892?TNcMsg: NM_NAN
77197,2024-07-05 15:57:39, Cmd ready:NM_NAN
77198,2024-07-05 15:57:39,"\b State jump error, Cmd:NM_NAN"
77199,2024-07-05 15:57:39,\b HandleExtMsg Error NM_NAN
77200,2024-07-05 15:57:40, \u25163?\u25345?\u30418?\u25353?\u38190?\u28857?\u20987?\u25191?\u34892?TNcMsg: Stepback
77201,2024-07-05 15:57:40, Cmd ready:Stepback
77202,2024-07-05 15:57:40, \u25163?\u25345?\u30418?\u25353?\u38190?\u26494?\u24320?\u25191?\u34892?TNcMsg: NM_NAN
77203,2024-07-05 15:57:40, Cmd ready:NM_NAN
77204,2024-07-05 15:57:40,"\b State jump error, Cmd:NM_NAN"
77205,2024-07-05 15:57:40,\b HandleExtMsg Error NM_NAN
77206,2024-07-05 15:57:40, \u25163?\u25345?\u30418?\u25353?\u38190?\u28857?\u20987?\u25191?\u34892?TNcMsg: Stepback
77207,2024-07-05 15:57:40, Cmd ready:Stepback
77208,2024-07-05 15:57:40,"\b State jump error, Cmd:Stepback"
77209,2024-07-05 15:57:40,\b HandleExtMsg Error Stepback
77210,2024-07-05 15:57:40, \u25163?\u25345?\u30418?\u25353?\u38190?\u26494?\u24320?\u25191?\u34892?TNcMsg: NM_NAN
77211,2024-07-05 15:57:40, Cmd ready:NM_NAN
77212,2024-07-05 15:57:40,"\b State jump error, Cmd:NM_NAN"
77213,2024-07-05 15:57:40,\b HandleExtMsg Error NM_NAN
77214,2024-07-05 15:57:40, Update machining process!
77215,2024-07-05 15:57:40, \u25163?\u25345?\u30418?\u25353?\u38190?\u28857?\u20987?\u25191?\u34892?TNcMsg: Stepback
77216,2024-07-05 15:57:40, Cmd ready:Stepback
77217,2024-07-05 15:57:40, \u25163?\u25345?\u30418?\u25353?\u38190?\u26494?\u24320?\u25191?\u34892?TNcMsg: NM_NAN
77218,2024-07-05 15:57:40, Cmd ready:NM_NAN
77219,2024-07-05 15:57:40,"\b State jump error, Cmd:NM_NAN"
77220,2024-07-05 15:57:40,\b HandleExtMsg Error NM_NAN
77221,2024-07-05 15:57:41, \u25163?\u25345?\u30418?\u25353?\u38190?\u28857?\u20987?\u25191?\u34892?TNcMsg: Stepback
77222,2024-07-05 15:57:41, Cmd ready:Stepback
77223,2024-07-05 15:57:41,"\b State jump error, Cmd:Stepback"
77224,2024-07-05 15:57:41,\b HandleExtMsg Error Stepback
77225,2024-07-05 15:57:41, \u25163?\u25345?\u30418?\u25353?\u38190?\u26494?\u24320?\u25191?\u34892?TNcMsg: NM_NAN
77226,2024-07-05 15:57:41, Cmd ready:NM_NAN
77227,2024-07-05 15:57:41,"\b State jump error, Cmd:NM_NAN"
77228,2024-07-05 15:57:41,\b HandleExtMsg Error NM_NAN
77229,2024-07-05 15:57:41, Update machining process!
77230,2024-07-05 15:57:41, \u25163?\u25345?\u30418?\u25353?\u38190?\u28857?\u20987?\u25191?\u34892?TNcMsg: Stepback
77231,2024-07-05 15:57:41, Cmd ready:Stepback
77232,2024-07-05 15:57:41, \u25163?\u25345?\u30418?\u25353?\u38190?\u26494?\u24320?\u25191?\u34892?TNcMsg: NM_NAN
77233,2024-07-05 15:57:41, Cmd ready:NM_NAN
77234,2024-07-05 15:57:41,"\b State jump error, Cmd:NM_NAN"
77235,2024-07-05 15:57:41,\b HandleExtMsg Error NM_NAN
77236,2024-07-05 15:57:41, \u25163?\u25345?\u30418?\u25353?\u38190?\u28857?\u20987?\u25191?\u34892?TNcMsg: Stepback
77237,2024-07-05 15:57:41, Cmd ready:Stepback
77238,2024-07-05 15:57:41,"\b State jump error, Cmd:Stepback"
77239,2024-07-05 15:57:41,\b HandleExtMsg Error Stepback
77240,2024-07-05 15:57:41, \u25163?\u25345?\u30418?\u25353?\u38190?\u26494?\u24320?\u25191?\u34892?TNcMsg: NM_NAN
77241,2024-07-05 15:57:41, Cmd ready:NM_NAN
77242,2024-07-05 15:57:41,"\b State jump error, Cmd:NM_NAN"
77243,2024-07-05 15:57:41,\b HandleExtMsg Error NM_NAN
77244,2024-07-05 15:57:41, Update machining process!
77245,2024-07-05 15:57:43, \u25163?\u25345?\u30418?\u25353?\u38190?\u28857?\u20987?\u25191?\u34892?TNcMsg: Stepback
77246,2024-07-05 15:57:43, Cmd ready:Stepback
77247,2024-07-05 15:57:43, \u25163?\u25345?\u30418?\u25353?\u38190?\u26494?\u24320?\u25191?\u34892?TNcMsg: NM_NAN
77248,2024-07-05 15:57:43, Cmd ready:NM_NAN
77249,2024-07-05 15:57:43,"\b State jump error, Cmd:NM_NAN"
77250,2024-07-05 15:57:43,\b HandleExtMsg Error NM_NAN
77251,2024-07-05 15:57:44, Update machining process!
77252,2024-07-05 15:57:46, AppConfig\u20445?\u23384?\u21040?\u25991?\u20214?
77253,2024-07-05 15:57:54, \u25163?\u25345?\u30418?\u25353?\u38190?\u28857?\u20987?\u25191?\u34892?TNcMsg: Stepback
77254,2024-07-05 15:57:54, Cmd ready:Stepback
77255,2024-07-05 15:57:54, \u25163?\u25345?\u30418?\u25353?\u38190?\u26494?\u24320?\u25191?\u34892?TNcMsg: NM_NAN
77256,2024-07-05 15:57:54, Cmd ready:NM_NAN
77257,2024-07-05 15:57:54,"\b State jump error, Cmd:NM_NAN"
77258,2024-07-05 15:57:54,\b HandleExtMsg Error NM_NAN
77259,2024-07-05 15:57:54, Update machining process!
77260,2024-07-05 15:57:55, \u25163?\u25345?\u30418?\u25353?\u38190?\u28857?\u20987?\u25191?\u34892?TNcMsg: Resume
77261,2024-07-05 15:57:55, Cmd ready:Resume
77262,2024-07-05 15:57:55, Resume
77263,2024-07-05 15:57:55, \u23450?\u23039?\u24577?\u36712?\u36857?\u20999?\u21106?: True
77264,2024-07-05 15:57:55, Pendulum length changed from 0.00 to 0.40
77265,2024-07-05 15:57:55, Machining progress at resume0.299004567657842
77266,2024-07-05 15:57:55, \u22238?\u36864?\u36317?\u31163? 1.00 \u22238?\u36864?\u21518?\u36712?\u36857?\u21152?\u24037?\u36827?\u24230?0.298759083596506
77267,2024-07-05 15:57:55, Track Processing
77268,2024-07-05 15:57:55, LeapFrog Travel
77269,2024-07-05 15:57:55, \u25163?\u25345?\u30418?\u25353?\u38190?\u26494?\u24320?\u25191?\u34892?TNcMsg: NM_NAN
77270,2024-07-05 15:57:55, Cmd ready:NM_NAN
77271,2024-07-05 15:57:55,"\b State jump error, Cmd:NM_NAN"
77272,2024-07-05 15:57:55,\b HandleExtMsg Error NM_NAN
77273,2024-07-05 15:57:56, Run PLC action:Pierce1
77274,2024-07-05 15:57:56, PunchType 1
77275,2024-07-05 15:57:56, doPunchStep 1
77276,2024-07-05 15:57:56, \u31359?\u23380?\u21518?\u20851?\u20809?
77277,2024-07-05 15:57:56, Pierce Finished
77278,2024-07-05 15:57:56, Run PLC action:LaserOn
77279,2024-07-05 15:57:57, Open Laser Process Finished
77280,2024-07-05 15:57:57, Cut Preparation
77281,2024-07-05 15:57:57, AppConfig\u20445?\u23384?\u21040?\u25991?\u20214?
77282,2024-07-05 15:58:11, \u25163?\u25345?\u30418?\u25353?\u38190?\u28857?\u20987?\u25191?\u34892?TNcMsg: Pause
77283,2024-07-05 15:58:11, Cmd ready:Pause
77284,2024-07-05 15:58:11, AlgDecStop
77285,2024-07-05 15:58:11, \u25163?\u25345?\u30418?\u25353?\u38190?\u26494?\u24320?\u25191?\u34892?TNcMsg: NM_NAN
77286,2024-07-05 15:58:11, Cmd ready:NM_NAN
77287,2024-07-05 15:58:11,\b Responding to stop operations. Not responding to jump cmd
77288,2024-07-05 15:58:11,\b HandleExtMsg Error NM_NAN
77289,2024-07-05 15:58:11, Update machining process!
77290,2024-07-05 15:58:11, Total machining: 16.07 s
77291,2024-07-05 15:58:12, Pause
77292,2024-07-05 15:58:12, Pendulum length changed from 0.40 to 0.00
77293,2024-07-05 15:58:12,"\b Cmd:Resume, execution ended!"
77294,2024-07-05 15:58:14, \u25163?\u25345?\u30418?\u25353?\u38190?\u28857?\u20987?\u25191?\u34892?TNcMsg: Stepback
77295,2024-07-05 15:58:14, Cmd ready:Stepback
77296,2024-07-05 15:58:14, \u25163?\u25345?\u30418?\u25353?\u38190?\u26494?\u24320?\u25191?\u34892?TNcMsg: NM_NAN
77297,2024-07-05 15:58:14, Cmd ready:NM_NAN
77298,2024-07-05 15:58:14,"\b State jump error, Cmd:NM_NAN"
77299,2024-07-05 15:58:14,\b HandleExtMsg Error NM_NAN
77300,2024-07-05 15:58:14, \u25163?\u25345?\u30418?\u25353?\u38190?\u28857?\u20987?\u25191?\u34892?TNcMsg: Stepback
77301,2024-07-05 15:58:14, Cmd ready:Stepback
77302,2024-07-05 15:58:15, \u25163?\u25345?\u30418?\u25353?\u38190?\u26494?\u24320?\u25191?\u34892?TNcMsg: NM_NAN
77303,2024-07-05 15:58:15, Cmd ready:NM_NAN
77304,2024-07-05 15:58:15,"\b State jump error, Cmd:NM_NAN"
77305,2024-07-05 15:58:15,\b HandleExtMsg Error NM_NAN
77306,2024-07-05 15:58:15, \u25163?\u25345?\u30418?\u25353?\u38190?\u28857?\u20987?\u25191?\u34892?TNcMsg: Stepback
77307,2024-07-05 15:58:15, Cmd ready:Stepback
77308,2024-07-05 15:58:15,"\b State jump error, Cmd:Stepback"
77309,2024-07-05 15:58:15,\b HandleExtMsg Error Stepback
77310,2024-07-05 15:58:15, Update machining process!
77311,2024-07-05 15:58:15, \u25163?\u25345?\u30418?\u25353?\u38190?\u26494?\u24320?\u25191?\u34892?TNcMsg: NM_NAN
77312,2024-07-05 15:58:15, Cmd ready:NM_NAN
77313,2024-07-05 15:58:15,"\b State jump error, Cmd:NM_NAN"
77314,2024-07-05 15:58:15,\b HandleExtMsg Error NM_NAN
77315,2024-07-05 15:58:15, \u25163?\u25345?\u30418?\u25353?\u38190?\u28857?\u20987?\u25191?\u34892?TNcMsg: Stepback
77316,2024-07-05 15:58:15, Cmd ready:Stepback
77317,2024-07-05 15:58:16, \u25163?\u25345?\u30418?\u25353?\u38190?\u26494?\u24320?\u25191?\u34892?TNcMsg: NM_NAN
77318,2024-07-05 15:58:16, Cmd ready:NM_NAN
77319,2024-07-05 15:58:16,"\b State jump error, Cmd:NM_NAN"
77320,2024-07-05 15:58:16,\b HandleExtMsg Error NM_NAN
77321,2024-07-05 15:58:16, \u25163?\u25345?\u30418?\u25353?\u38190?\u28857?\u20987?\u25191?\u34892?TNcMsg: Stepback
77322,2024-07-05 15:58:16, Cmd ready:Stepback
77323,2024-07-05 15:58:16,"\b State jump error, Cmd:Stepback"
77324,2024-07-05 15:58:16,\b HandleExtMsg Error Stepback
77325,2024-07-05 15:58:16, Update machining process!
77326,2024-07-05 15:58:16, \u25163?\u25345?\u30418?\u25353?\u38190?\u26494?\u24320?\u25191?\u34892?TNcMsg: NM_NAN
77327,2024-07-05 15:58:16, Cmd ready:NM_NAN
77328,2024-07-05 15:58:16,"\b State jump error, Cmd:NM_NAN"
77329,2024-07-05 15:58:16,\b HandleExtMsg Error NM_NAN
77330,2024-07-05 15:58:17, \u25163?\u25345?\u30418?\u25353?\u38190?\u28857?\u20987?\u25191?\u34892?TNcMsg: Stepback
77331,2024-07-05 15:58:17, Cmd ready:Stepback
77332,2024-07-05 15:58:17, \u25163?\u25345?\u30418?\u25353?\u38190?\u26494?\u24320?\u25191?\u34892?TNcMsg: NM_NAN
77333,2024-07-05 15:58:17, Cmd ready:NM_NAN
77334,2024-07-05 15:58:17,"\b State jump error, Cmd:NM_NAN"
77335,2024-07-05 15:58:17,\b HandleExtMsg Error NM_NAN
77336,2024-07-05 15:58:17, AppConfig\u20445?\u23384?\u21040?\u25991?\u20214?
77337,2024-07-05 15:58:17, Update machining process!
77338,2024-07-05 15:58:24, Current page:Technique Settings
77339,2024-07-05 15:58:27, AppConfig\u20445?\u23384?\u21040?\u25991?\u20214?
77340,2024-07-05 15:58:30, Current page:FACut Laser Cutting System for BevelL_01441.NC
77341,2024-07-05 15:58:34, \u25163?\u25345?\u30418?\u25353?\u38190?\u28857?\u20987?\u25191?\u34892?TNcMsg: Stepback
77342,2024-07-05 15:58:34, Cmd ready:Stepback
77343,2024-07-05 15:58:34, \u25163?\u25345?\u30418?\u25353?\u38190?\u26494?\u24320?\u25191?\u34892?TNcMsg: NM_NAN
77344,2024-07-05 15:58:34, Cmd ready:NM_NAN
77345,2024-07-05 15:58:34,"\b State jump error, Cmd:NM_NAN"
77346,2024-07-05 15:58:34,\b HandleExtMsg Error NM_NAN
77347,2024-07-05 15:58:34, Update machining process!
77348,2024-07-05 15:58:37, \u25163?\u25345?\u30418?\u25353?\u38190?\u28857?\u20987?\u25191?\u34892?TNcMsg: Resume
77349,2024-07-05 15:58:37, Cmd ready:Resume
77350,2024-07-05 15:58:37, Resume
77351,2024-07-05 15:58:37, \u23450?\u23039?\u24577?\u36712?\u36857?\u20999?\u21106?: True
77352,2024-07-05 15:58:37, Pendulum length changed from 0.00 to 0.40
77353,2024-07-05 15:58:37, Machining progress at resume0.571418741422604
77354,2024-07-05 15:58:37, \u22238?\u36864?\u36317?\u31163? 1.00 \u22238?\u36864?\u21518?\u36712?\u36857?\u21152?\u24037?\u36827?\u24230?0.571173257361268
77355,2024-07-05 15:58:37, Track Processing
77356,2024-07-05 15:58:37, LeapFrog Travel
77357,2024-07-05 15:58:37, \u25163?\u25345?\u30418?\u25353?\u38190?\u26494?\u24320?\u25191?\u34892?TNcMsg: NM_NAN
77358,2024-07-05 15:58:37, Cmd ready:NM_NAN
77359,2024-07-05 15:58:37,"\b State jump error, Cmd:NM_NAN"
77360,2024-07-05 15:58:37,\b HandleExtMsg Error NM_NAN
77361,2024-07-05 15:58:38, AppConfig\u20445?\u23384?\u21040?\u25991?\u20214?
77362,2024-07-05 15:58:38, Run PLC action:Pierce1
77363,2024-07-05 15:58:38, PunchType 1
77364,2024-07-05 15:58:38, doPunchStep 1
77365,2024-07-05 15:58:39, \u31359?\u23380?\u21518?\u20851?\u20809?
77366,2024-07-05 15:58:39, Pierce Finished
77367,2024-07-05 15:58:39, Run PLC action:LaserOn
77368,2024-07-05 15:58:39, Open Laser Process Finished
77369,2024-07-05 15:58:39, Cut Preparation
77370,2024-07-05 15:58:48, AppConfig\u20445?\u23384?\u21040?\u25991?\u20214?
77371,2024-07-05 15:58:57, Update machining process!
77372,2024-07-05 15:58:57, Path Done
77373,2024-07-05 15:58:57, Run PLC action:LaserOff
77374,2024-07-05 15:58:57, Close Laser Process Finished
77375,2024-07-05 15:58:57, \u23450?\u23039?\u24577?\u36712?\u36857?\u20999?\u21106?: True
77376,2024-07-05 15:58:57, Run PLC action:PartEnd
77377,2024-07-05 15:58:57, Run PLC action:PartBegin
77378,2024-07-05 15:58:57, Pendulum length changed from 0.40 to 0.40
77379,2024-07-05 15:58:57, Track Processing
77380,2024-07-05 15:58:57, LeapFrog Travel
77381,2024-07-05 15:58:58, AppConfig\u20445?\u23384?\u21040?\u25991?\u20214?
77382,2024-07-05 15:58:59, Run PLC action:Pierce1
77383,2024-07-05 15:58:59, PunchType 1
77384,2024-07-05 15:58:59, doPunchStep 1
77385,2024-07-05 15:59:00, \u25163?\u25345?\u30418?\u25353?\u38190?\u28857?\u20987?\u25191?\u34892?TNcMsg: Pause
77386,2024-07-05 15:59:00, Cmd ready:Pause
77387,2024-07-05 15:59:00, Pierce Finished
77388,2024-07-05 15:59:00, Total machining: 22.36 s
77389,2024-07-05 15:59:00, \u25163?\u25345?\u30418?\u25353?\u38190?\u26494?\u24320?\u25191?\u34892?TNcMsg: NM_NAN
77390,2024-07-05 15:59:00, Cmd ready:NM_NAN
77391,2024-07-05 15:59:00,"\b State jump error, Cmd:NM_NAN"
77392,2024-07-05 15:59:00,\b HandleExtMsg Error NM_NAN
77393,2024-07-05 15:59:00, Pause
77394,2024-07-05 15:59:00, Pendulum length changed from 0.40 to 0.00
77395,2024-07-05 15:59:00,"\b Cmd:Resume, execution ended!"
77396,2024-07-05 15:59:01, \u25163?\u25345?\u30418?\u25353?\u38190?\u28857?\u20987?\u25191?\u34892?TNcMsg: Y + jog
77397,2024-07-05 15:59:01, Cmd ready:Y + jog
77398,2024-07-05 15:59:04, \u25163?\u25345?\u30418?\u25353?\u38190?\u26494?\u24320?\u25191?\u34892?TNcMsg: Stop Y positive jog
77399,2024-07-05 15:59:04, Cmd ready:Stop Y positive jog
77400,2024-07-05 15:59:08, AppConfig\u20445?\u23384?\u21040?\u25991?\u20214?
77401,2024-07-05 15:59:29, \u25163?\u25345?\u30418?\u25353?\u38190?\u28857?\u20987?\u25191?\u34892?TNcMsg: Resume
77402,2024-07-05 15:59:29, Cmd ready:Resume
77403,2024-07-05 15:59:29, Resume
77404,2024-07-05 15:59:29, \u23450?\u23039?\u24577?\u36712?\u36857?\u20999?\u21106?: True
77405,2024-07-05 15:59:29, Pendulum length changed from 0.00 to 0.40
77406,2024-07-05 15:59:29, Track Processing
77407,2024-07-05 15:59:29, LeapFrog Travel
77408,2024-07-05 15:59:29, \u25163?\u25345?\u30418?\u25353?\u38190?\u26494?\u24320?\u25191?\u34892?TNcMsg: NM_NAN
77409,2024-07-05 15:59:29, Cmd ready:NM_NAN
77410,2024-07-05 15:59:29,"\b State jump error, Cmd:NM_NAN"
77411,2024-07-05 15:59:29,\b HandleExtMsg Error NM_NAN
77412,2024-07-05 15:59:32, Run PLC action:Pierce1
77413,2024-07-05 15:59:32, PunchType 1
77414,2024-07-05 15:59:32, doPunchStep 1
77415,2024-07-05 15:59:33, \u31359?\u23380?\u21518?\u20851?\u20809?
77416,2024-07-05 15:59:33, Pierce Finished
77417,2024-07-05 15:59:33, Run PLC action:LaserOn
77418,2024-07-05 15:59:33, Open Laser Process Finished
77419,2024-07-05 15:59:33, Cut Preparation
77420,2024-07-05 15:59:39, AppConfig\u20445?\u23384?\u21040?\u25991?\u20214?
77421,2024-07-05 15:59:41, \u25163?\u25345?\u30418?\u25353?\u38190?\u28857?\u20987?\u25191?\u34892?TNcMsg: Pause
77422,2024-07-05 15:59:41, Cmd ready:Pause
77423,2024-07-05 15:59:41, AlgDecStop
77424,2024-07-05 15:59:41, \u25163?\u25345?\u30418?\u25353?\u38190?\u26494?\u24320?\u25191?\u34892?TNcMsg: NM_NAN
77425,2024-07-05 15:59:41, Cmd ready:NM_NAN
77426,2024-07-05 15:59:41,\b Responding to stop operations. Not responding to jump cmd
77427,2024-07-05 15:59:41,\b HandleExtMsg Error NM_NAN
77428,2024-07-05 15:59:41, Update machining process!
77429,2024-07-05 15:59:41, Total machining: 12.32 s
77430,2024-07-05 15:59:42, Pause
77431,2024-07-05 15:59:42, Pendulum length changed from 0.40 to 0.00
77432,2024-07-05 15:59:42,"\b Cmd:Resume, execution ended!"
77433,2024-07-05 15:59:47, \u25163?\u25345?\u30418?\u25353?\u38190?\u28857?\u20987?\u25191?\u34892?TNcMsg: Stepback
77434,2024-07-05 15:59:47, Cmd ready:Stepback
77435,2024-07-05 15:59:47, \u25163?\u25345?\u30418?\u25353?\u38190?\u26494?\u24320?\u25191?\u34892?TNcMsg: NM_NAN
77436,2024-07-05 15:59:47, Cmd ready:NM_NAN
77437,2024-07-05 15:59:47,"\b State jump error, Cmd:NM_NAN"
77438,2024-07-05 15:59:47,\b HandleExtMsg Error NM_NAN
77439,2024-07-05 15:59:48,\b Alarm:frente
77440,2024-07-05 15:59:48, NewAlarm
77441,2024-07-05 15:59:49, AppConfig\u20445?\u23384?\u21040?\u25991?\u20214?
77442,2024-07-05 15:59:56, \u25163?\u25345?\u30418?\u25353?\u38190?\u28857?\u20987?\u25191?\u34892?TNcMsg: Stepback
77443,2024-07-05 15:59:56, Cmd ready:Stepback
77444,2024-07-05 15:59:56,\b HandleExtMsg Error Stepback
77445,2024-07-05 15:59:56, \u25163?\u25345?\u30418?\u25353?\u38190?\u26494?\u24320?\u25191?\u34892?TNcMsg: NM_NAN
77446,2024-07-05 15:59:56, Cmd ready:NM_NAN
77447,2024-07-05 15:59:56,"\b State jump error, Cmd:NM_NAN"
77448,2024-07-05 15:59:56,\b HandleExtMsg Error NM_NAN
77449,2024-07-05 15:59:56, \u25163?\u25345?\u30418?\u25353?\u38190?\u28857?\u20987?\u25191?\u34892?TNcMsg: Stepback
77450,2024-07-05 15:59:56, Cmd ready:Stepback
77451,2024-07-05 15:59:56,\b HandleExtMsg Error Stepback
77452,2024-07-05 15:59:56, \u25163?\u25345?\u30418?\u25353?\u38190?\u26494?\u24320?\u25191?\u34892?TNcMsg: NM_NAN
77453,2024-07-05 15:59:56, Cmd ready:NM_NAN
77454,2024-07-05 15:59:56,"\b State jump error, Cmd:NM_NAN"
77455,2024-07-05 15:59:56,\b HandleExtMsg Error NM_NAN
77456,2024-07-05 15:59:57, \u25163?\u25345?\u30418?\u25353?\u38190?\u28857?\u20987?\u25191?\u34892?TNcMsg: Stepback
77457,2024-07-05 15:59:57, Cmd ready:Stepback
77458,2024-07-05 15:59:57,\b HandleExtMsg Error Stepback
77459,2024-07-05 15:59:57, \u25163?\u25345?\u30418?\u25353?\u38190?\u26494?\u24320?\u25191?\u34892?TNcMsg: NM_NAN
77460,2024-07-05 15:59:57, Cmd ready:NM_NAN
77461,2024-07-05 15:59:57,"\b State jump error, Cmd:NM_NAN"
77462,2024-07-05 15:59:57,\b HandleExtMsg Error NM_NAN
77463,2024-07-05 15:59:57,0 Clear Alarm:frente
77464,2024-07-05 15:59:58, \u25163?\u25345?\u30418?\u25353?\u38190?\u28857?\u20987?\u25191?\u34892?TNcMsg: Stepback
77465,2024-07-05 15:59:58, Cmd ready:Stepback
77466,2024-07-05 15:59:58, \u25163?\u25345?\u30418?\u25353?\u38190?\u26494?\u24320?\u25191?\u34892?TNcMsg: NM_NAN
77467,2024-07-05 15:59:58, Cmd ready:NM_NAN
77468,2024-07-05 15:59:58,"\b State jump error, Cmd:NM_NAN"
77469,2024-07-05 15:59:58,\b HandleExtMsg Error NM_NAN
77470,2024-07-05 15:59:58, \u25163?\u25345?\u30418?\u25353?\u38190?\u28857?\u20987?\u25191?\u34892?TNcMsg: Stepback
77471,2024-07-05 15:59:58, Cmd ready:Stepback
77472,2024-07-05 15:59:58,"\b State jump error, Cmd:Stepback"
77473,2024-07-05 15:59:58,\b HandleExtMsg Error Stepback
77474,2024-07-05 15:59:58, Update machining process!
77475,2024-07-05 15:59:58, \u25163?\u25345?\u30418?\u25353?\u38190?\u26494?\u24320?\u25191?\u34892?TNcMsg: NM_NAN
77476,2024-07-05 15:59:58, Cmd ready:NM_NAN
77477,2024-07-05 15:59:58,"\b State jump error, Cmd:NM_NAN"
77478,2024-07-05 15:59:58,\b HandleExtMsg Error NM_NAN
77479,2024-07-05 15:59:59, \u25163?\u25345?\u30418?\u25353?\u38190?\u28857?\u20987?\u25191?\u34892?TNcMsg: Stepback
77480,2024-07-05 15:59:59, Cmd ready:Stepback
77481,2024-07-05 15:59:59, \u25163?\u25345?\u30418?\u25353?\u38190?\u26494?\u24320?\u25191?\u34892?TNcMsg: NM_NAN
77482,2024-07-05 15:59:59, Cmd ready:NM_NAN
77483,2024-07-05 15:59:59,"\b State jump error, Cmd:NM_NAN"
77484,2024-07-05 15:59:59,\b HandleExtMsg Error NM_NAN
77485,2024-07-05 15:59:59, \u25163?\u25345?\u30418?\u25353?\u38190?\u28857?\u20987?\u25191?\u34892?TNcMsg: Stepback
77486,2024-07-05 15:59:59, Cmd ready:Stepback
77487,2024-07-05 15:59:59,"\b State jump error, Cmd:Stepback"
77488,2024-07-05 15:59:59,\b HandleExtMsg Error Stepback
